"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",693.836689808224,753.897569150387,0.01546,NA,6.98,0,9.042,31.299,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.Mud+Latitude+Mud+Sand","BottomVegCover.by.Mud+Latitude+Mud+Sand","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",693.847641546815,754.119318131994,0.01673,NA,7.55,0,9.053,31.521,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand",693.854673784823,736.050946069005,0.01585,NA,5.18,0,9.06,13.452,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",693.889298581458,758.646775393505,0.01602,NA,7.58,0,9.095,36.048,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+SY_PA","BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",693.915306590827,736.649184694991,0.01374,NA,6.22,1,9.121,14.05,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",693.929634641034,739.60401805219,0.01574,NA,6.14,1,9.135,17.005,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.937024302692,729.869561372709,0.01498,NA,5.2,1,9.142,7.271,0,0.002,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Depth+Dissolved.oxygen.Min+SY_PA","BottomVegCover.by.SY_PA+Depth+Dissolved.oxygen.Min+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.937285802138,729.870712906688,0.01498,NA,6.2,2,9.143,7.272,0,0.002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Depth.by.SY_PA+Dissolved.oxygen.Min+SY_PA","BottomVegCover.by.SY_PA+Depth.by.SY_PA+Dissolved.oxygen.Min+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",693.937583560032,729.87197457064,0.01498,NA,7.2,3,9.143,7.273,0,0.002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_Shore.by.SY_PA+SY_PA","Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_Shore.by.SY_PA+SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.006275381721,767.847457696968,0.01488,NA,9.73,1,9.212,45.249,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Primary.productivity.Max.te.BottomVegCover+SY_PA","Primary.productivity.Max.te.BottomVegCover+SY_PA","te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.042108445775,745.607730797017,0.01401,NA,5.96,0,9.248,23.009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Depth+Primary.productivity.Max.te.BottomVegCover+SY_PA","Depth+Primary.productivity.Max.te.BottomVegCover+SY_PA","s(Depth, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.042907821601,745.611231411518,0.01401,NA,6.96,1,9.248,23.012,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore.by.SY_PA+Primary.productivity.Max.te.BottomVegCover+SY_PA","Dist_To_Shore.by.SY_PA+Primary.productivity.Max.te.BottomVegCover+SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.042977786612,745.612763736759,0.01401,NA,7.96,2,9.248,23.014,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Depth.by.SY_PA+Primary.productivity.Max.te.BottomVegCover+SY_PA","Depth.by.SY_PA+Primary.productivity.Max.te.BottomVegCover+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.043311544025,745.612954762325,0.01401,NA,7.96,2,9.249,23.014,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"")",694.046589975697,728.436271170821,0.01455,NA,4.2,0,9.252,5.838,0,0.005,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover+SY_PA","Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.047269640216,745.660028581686,0.01401,NA,6.96,1,9.253,23.061,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"")",694.047682894644,728.441221395348,0.01455,NA,5.2,1,9.253,5.842,0,0.005,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Mud+Mud+Primary.productivity.Max.by.Sand+Sand","BottomVegCover.by.Mud+Mud+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",694.057017854462,750.157254295253,0.01382,NA,7.14,0,9.262,27.559,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",694.057598658064,743.20528946532,0.0144,NA,7.17,1,9.263,20.607,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.te.Latitude+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.te.Latitude+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.110874583375,755.570436130176,0.018,NA,8.35,1,9.316,32.972,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.114953311821,742.799187348478,0.01622,NA,6.46,1,9.32,20.2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min","BottomVegCover.by.Mud+Dissolved.oxygen.Min+Mud+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + Mud",694.125911567157,743.386555074645,0.01557,NA,6.14,0,9.331,20.788,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min","BottomVegCover+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"")",694.169758883964,723.508583239724,0.01452,NA,3.19,0,9.375,0.91,0,0.058,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min","BottomVegCover+Depth+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"")",694.171304172869,723.515950338595,0.01452,NA,4.19,1,9.377,0.917,0,0.058,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Dissolved.oxygen.Min","BottomVegCover+Depth.te.Dist_To_Shore+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",694.171566384402,723.51796980103,0.01452,NA,4.19,1,9.377,0.919,0,0.058,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Latitude+SY_PA","BottomVegCover+Depth.te.Latitude+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.193292023317,763.257834922726,0.01715,NA,8.29,0,9.399,40.659,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",694.252733073236,738.475631823904,0.01421,NA,7.2,2,9.458,15.877,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + Mud",694.276272793096,742.989905125859,0.01588,NA,6.13,0,9.482,20.391,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover+Primary.productivity.Max+Rocks","BottomVegCover+Primary.productivity.Max+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + Rocks",694.287860072037,729.94498325829,0.00232,NA,4.18,0,9.493,7.346,0,0.002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Primary.productivity.Max+Rocks","BottomVegCover.by.Rocks+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.287860080099,729.944983311183,0.00235,NA,5.18,1,9.493,7.346,0,0.002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.287860086017,729.944983349993,0.00232,NA,5.18,1,9.493,7.346,0,0.002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.287860093743,729.944983400672,0.00236,NA,6.18,2,9.493,7.346,0,0.002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore+Primary.productivity.Max+Rocks","BottomVegCover+Dist_To_Shore+Primary.productivity.Max+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + Rocks",694.288372363441,729.947535284238,0.00155,NA,5.18,1,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover+Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288372374433,729.947535337695,0.00155,NA,6.18,2,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover+Dist_To_Shore.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288377309063,729.947559908615,0.00155,NA,7.18,3,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore.by.Rocks+Primary.productivity.Max+Rocks","BottomVegCover+Dist_To_Shore.by.Rocks+Primary.productivity.Max+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288377366574,729.947560196528,0.00155,NA,6.18,2,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dist_To_Shore+Primary.productivity.Max+Rocks","BottomVegCover.by.Rocks+Dist_To_Shore+Primary.productivity.Max+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288380565121,729.947576144219,0.00156,NA,6.18,2,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover.by.Rocks+Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288380678398,729.947576707327,0.00156,NA,7.18,3,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Primary.productivity.Max+Rocks","BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288386143918,729.947603924832,0.00156,NA,7.18,3,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288386195268,729.947604179354,0.00156,NA,8.18,4,9.494,7.349,0,0.002,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Depth.by.Rocks+Primary.productivity.Max+Rocks","BottomVegCover+Depth.by.Rocks+Primary.productivity.Max+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288646502919,729.948455749774,0.00194,NA,6.18,2,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Depth.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover+Depth.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288647879086,729.948461825157,0.00194,NA,7.18,3,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Depth.by.Rocks+Primary.productivity.Max+Rocks","BottomVegCover.by.Rocks+Depth.by.Rocks+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288651354378,729.948477167464,0.00196,NA,7.18,3,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Depth.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover.by.Rocks+Depth.by.Rocks+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288652730883,729.948483244301,0.00197,NA,8.18,4,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Depth+Primary.productivity.Max+Rocks","BottomVegCover+Depth+Primary.productivity.Max+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + Rocks",694.288739214687,729.948865043614,0.00194,NA,5.18,1,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Depth+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover+Depth+Primary.productivity.Max.by.Rocks+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288740651478,729.948871386624,0.00194,NA,6.18,2,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Depth+Primary.productivity.Max+Rocks","BottomVegCover.by.Rocks+Depth+Primary.productivity.Max+Rocks","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288743841897,729.948885471322,0.00196,NA,6.18,2,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Rocks+Depth+Primary.productivity.Max.by.Rocks+Rocks","BottomVegCover.by.Rocks+Depth+Primary.productivity.Max.by.Rocks+Rocks","s(Depth, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + Rocks",694.288745277543,729.948891809271,0.00197,NA,7.18,3,9.494,7.35,0,0.002,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA","BottomVegCover+Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",694.314255680184,736.796027343999,0.0019,NA,6.2,1,9.52,14.197,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",694.314261426172,736.796051997034,0.00192,NA,7.2,2,9.52,14.197,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+Mud+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Mud+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Mud",694.367956531533,736.429488166016,0.01599,NA,5.18,0,9.573,13.831,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",694.383683717084,757.276150068862,0.00191,NA,8.15,1,9.589,34.677,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Rocks+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Rocks+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",694.38368373411,757.276146906834,0.0019,NA,7.15,0,9.589,34.677,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","Depth.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.397102396038,742.299402334681,0.01621,NA,6.54,1,9.602,19.701,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",694.415081682271,734.120834033865,0.01477,NA,4.2,0,9.62,11.522,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Sand+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Sand+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",694.43903500172,759.215051429219,0.01473,NA,7.39,0,9.644,36.616,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",694.441749601259,737.16546050775,0.01572,NA,4.5,0,9.647,14.567,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore.te.BottomVegCover+SY_PA","Dissolved.oxygen.Min.by.SY_PA+Dist_To_Shore.te.BottomVegCover+SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",694.448985124153,744.465710460578,0.01531,NA,6.67,1,9.654,21.867,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
