Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2,,,
10/26/2020,STCH12,2,1,10,LOI analysis ,N,2,66.7904,104.3593,0,0,104.3593,SC34,16.2218,35.3975,34.8325,33.2699,,19.176,18.611,17.048,0.029,0.084,2.946,8.396,37.569,37.569,0.927,0.927,1.107,3.154,0.027,0.078,0.968574967,,,,
10/26/2020,SJB06,3,17,1,LOI analysis ,Y,2,65.9071,105.7056,0,0.2185,105.5011,SC8,14.2568,32.8749,32.7328,32.6367,,18.618,18.476,18.380,0.008,0.005,0.763,0.520,39.799,39.594,0.982,0.977,0.302,0.206,0.007,0.005,0.09529431,,,,
10/26/2020,SJB06,3,16,2,LOI analysis ,Y,2,66.7135,112.6089,0,0.6224,111.9821,SC10,16.2518,33.3273,33.0833,32.9723,,17.076,16.832,16.721,0.014,0.007,1.429,0.659,45.895,45.269,1.132,1.117,0.647,0.299,0.016,0.007,0.361579163,,,,
10/26/2020,SJB06,3,15,3,LOI analysis ,Y,2,66.7904,121.2332,0,0.2171,121.0503,SC43,14.4407,31.5475,31.4452,31.361,,17.107,17.005,16.920,0.006,0.005,0.598,0.495,54.443,54.260,1.343,1.339,0.324,0.269,0.008,0.007,0.029203124,,,,
10/26/2020,SJB06,3,13,5,LOI analysis ,Y,2,65.9147,112.9938,0,0.2521,112.7818,SC1,16.336,32.6723,32.5809,32.506,,16.336,16.245,16.170,0.006,0.005,0.559,0.461,47.079,46.867,1.161,1.156,0.262,0.216,0.006,0.005,0.013796086,,,,
10/26/2020,SJB06,3,12,6,LOI analysis ,Y,2,66.7124,116.0578,0,0.1295,115.9468,SC44,16.7494,34.1198,32.0549,31.9958,,17.370,15.306,15.246,0.119,0.004,11.887,0.386,49.345,49.234,1.217,1.215,5.853,0.190,0.144,0.005,4.544985493,,,,
10/26/2020,SJB06,3,11,7,LOI analysis ,N,2,66.7881,120.2412,0,0,120.2412,SC22,15.8536,35.1442,34.8762,34.7844,,19.291,19.023,18.931,0.014,0.005,1.389,0.483,53.453,53.453,1.319,1.319,0.743,0.258,0.018,0.006,0.345711072,,,,
10/26/2020,SJB06,3,8,10,LOI analysis ,N,2,65.9115,119.1915,0,0,119.1915,SC45,15.9125,33.776,33.6262,33.5321,,17.864,17.714,17.620,0.008,0.005,0.839,0.531,53.280,53.280,1.314,1.314,0.447,0.283,0.011,0.007,0.125432586,,,,
10/26/2020,SJB06,3,3,15,LOI analysis ,N,2,66.7113,110.1647,0,0,110.1647,SC31,17.4989,32.4381,32.1233,31.9563,,14.939,14.624,14.457,0.021,0.011,2.107,1.142,43.453,43.453,1.072,1.072,0.916,0.496,0.023,0.012,0.632883153,,,,
10/26/2020,SJB06,3,1,17,LOI analysis ,N,2,66.7961,116.1673,0,0,116.1673,SC15,14.5549,33.2711,33.0907,32.9558,,18.716,18.536,18.401,0.010,0.007,0.964,0.728,49.371,49.371,1.218,1.218,0.476,0.359,0.012,0.009,0.175548348,,,,
10/28/2020,SJB24,2,1,15,LOI analysis,N,2,65.9302,117.9689,0,0,117.9689,SC26,16.3751,34.2915,34.1225,34.0418,,17.916,17.747,17.667,0.009,0.005,0.943,0.455,52.039,52.039,1.284,1.284,0.491,0.237,0.012,0.006,0.167307941,,,,
10/28/2020,SJB24,2,6,10,LOI analysis,N,2,66.7382,122.4364,0,0,122.4364,SC38,16.6602,32.8556,32.6063,32.5381,,16.195,15.946,15.878,0.015,0.004,1.539,0.428,55.698,55.698,1.374,1.374,0.857,0.238,0.021,0.006,0.405730393,,,,
10/28/2020,SJB24,2,9,7,LOI analysis,N,2,66.8247,118.913,0,0,118.913,SC35,15.5331,34.0978,33.8257,33.7296,,18.565,18.293,18.197,0.015,0.005,1.466,0.525,52.088,52.088,1.285,1.285,0.763,0.274,0.019,0.007,0.37627395,,,,
10/28/2020,SJB24,2,10,6,LOI analysis,Y,2,65.9198,108.7173,0.0824,0.7162,107.9412,SC3,16.4671,33.7421,33.4356,33.3601,,17.275,16.969,16.893,0.018,0.004,1.774,0.445,42.798,42.021,1.056,1.037,0.746,0.187,0.018,0.005,0.499696093,,,,
10/28/2020,SJB24,2,11,5,LOI analysis,Y,2,66.7184,105.8407,0.1042,0.7504,104.9952,SC18,15.9572,33.8481,33.598,33.5233,,17.891,17.641,17.566,0.014,0.004,1.398,0.423,39.122,38.277,0.965,0.944,0.535,0.162,0.013,0.004,0.349166951,,,,
10/28/2020,SJB24,2,13,3,LOI analysis,Y,2,66.794,107.7991,0,1.0732,106.7453,SC42,16.4021,33.6244,33.2722,33.1799,,17.222,16.870,16.778,0.020,0.005,2.045,0.547,41.005,39.951,1.012,0.986,0.817,0.219,0.020,0.005,0.608009209,,,,
10/28/2020,SJB24,2,14,2,LOI analysis,Y,2,65.9189,109.1616,0.8573,0.5306,107.7877,SC32,17.7633,33.6264,33.427,27.7437,lost part of the sample on transfer. pre weight for LOI950 is 27.8841,15.863,15.664,9.980,0.013,0.005,1.257,0.504,43.243,41.869,1.067,1.033,0.526,0.211,0.013,0.005,0.2928021,,,,
10/28/2020,SJB24,2,15,1,LOI analysis,Y,2,66.7166,127.0842,0.7225,0.313,126.0614,SC17,14.6285,31.4917,31.342,31.2264,,16.863,16.714,16.598,0.009,0.007,0.888,0.692,60.368,59.345,1.489,1.464,0.527,0.410,0.013,0.010,0.145092746,,,,
10/28/2020,STCH12,1,9,1,LOI analysis ,Y,2.6,66.7937,94.7835,1.7686,0,93.055,SC30,16.7404,29.9954,28.9981,22.9708,lost part of the sample on transfer. pre weight for LOI950 is 24.2189,13.255,12.258,6.230,0.075,0.052,7.524,5.153,27.990,26.261,0.531,0.498,1.976,1.353,0.037,0.026,2.79958129,,,,
10/28/2020,STCH12,1,8,2,LOI analysis ,Y,2,66.7126,91.623,0.9568,0.4517,90.2651,SC12,16.2423,30.9379,29.9798,28.087,,14.696,13.738,11.845,0.065,0.138,6.520,13.778,24.910,23.553,0.615,0.581,1.536,3.245,0.038,0.080,2.397855413,,,,
10/28/2020,STCH12,1,7,3,LOI analysis ,Y,2,65.9097,90.7151,0.6028,0.2771,89.8896,SC46,14.2926,27.1757,26.3839,24.6738,,12.883,12.091,10.381,0.061,0.141,6.146,14.143,24.805,23.980,0.612,0.592,1.474,3.392,0.036,0.084,2.248414512,,,,
10/28/2020,STCH12,1,5,5,LOI analysis ,Y,2,66.7916,99.512,0.8553,0.0085,98.6871,SC2,15.8131,31.2867,30.6584,29.0111,,15.474,14.845,13.198,0.041,0.111,4.060,11.096,32.720,31.896,0.807,0.787,1.295,3.539,0.032,0.087,1.41418571,,,,
10/28/2020,STCH12,1,4,6,LOI analysis ,Y,2,66.7135,104.3193,0.6915,0,103.6546,SC36,15.3253,33.4669,32.7626,31.004,,18.142,17.437,15.679,0.039,0.101,3.882,10.085,37.606,36.941,0.928,0.911,1.434,3.726,0.035,0.092,1.342895004,,,,
10/28/2020,STCH12,1,3,7,LOI analysis ,N,2,65.9129,108.1719,0.2596,0,107.9345,SC23,17.4585,33.7323,33.203,31.8169,,16.274,15.745,14.358,0.033,0.088,3.252,8.804,42.259,42.022,1.042,1.037,1.367,3.699,0.034,0.091,1.090986862,,,,
10/28/2020,STCH12,1,1,9,LOI analysis,N,2,66.7954,109.5275,0.1722,0,109.3713,SC37,16.0401,32.2639,31.7951,30.5644,,16.224,15.755,14.524,0.029,0.078,2.890,7.811,42.732,42.576,1.054,1.050,1.230,3.326,0.030,0.082,0.945832789,,,,
11/09/20,STCHA,3,5,1,LOI analysis ,Y,2.3,65.8487,134.7011,1.6056,0,133.0031,SC26,16.3136,35.3008,35.0986,33.4047,,18.987,18.785,17.091,0.011,0.090,1.065,9.017,68.852,67.154,1.477,1.441,0.715,6.056,0.015,0.130,0.215971181,,,,
11/09/20,STCHA,3,4,2,LOI analysis ,Y,2,66.6496,119.9587,2.2259,0,117.732,SC38,16.5405,34.1545,33.9864,32.2988,,17.614,17.446,15.758,0.010,0.097,0.954,9.673,53.309,51.082,1.315,1.260,0.488,4.941,0.012,0.122,0.171741796,,,,
11/09/20,STCHA,3,3,3,LOI analysis ,Y,2,66.7266,117.3003,4.1021,0,113.1994,SC3,16.3401,33.4018,33.1705,31.2314,,17.062,16.830,14.891,0.014,0.115,1.356,11.521,50.574,46.473,1.248,1.146,0.630,5.354,0.016,0.132,0.332267183,,,,
11/09/20,STCHA,3,1,5,LOI analysis ,Y,2,65.8605,110.5603,4.0737,0,106.4344,SC18,15.8729,35.2022,34.9639,32.236,,19.329,19.091,16.363,0.012,0.143,1.233,14.289,44.700,40.574,1.103,1.001,0.500,5.798,0.012,0.143,0.283137361,,,,
11/09/20,SMARC,3,14,1,LOI analysis ,Y,3.2,66.6509,151.4387,2.1468,0,149.2636,SC35,15.4612,33.1875,33.0016,32.5297,,17.726,17.540,17.069,0.010,0.027,1.049,2.690,84.788,82.613,1.307,1.274,0.866,2.223,0.013,0.034,0.209489685,,,,
11/09/20,SMARC,3,13,2,LOI analysis ,Y,2,66.7287,120.7393,1.3745,0,119.3628,SC42,16.2299,32.0207,31.7395,31.3721,,15.791,15.510,15.142,0.018,0.024,1.781,2.369,54.011,52.634,1.332,1.298,0.937,1.247,0.023,0.031,0.502313499,,,,
11/09/20,SMARC,3,12,3,LOI analysis ,Y,2,65.8555,113.5833,0.9848,0,112.5946,SC30,16.6051,35.1581,34.8062,34.2863,,18.553,18.201,17.681,0.019,0.029,1.897,2.856,47.728,46.739,1.177,1.153,0.887,1.335,0.022,0.033,0.548691317,,,,
11/09/20,SMARC,3,10,5,LOI analysis ,Y,2,66.6609,109.1141,0.1859,0,108.9406,SC2,15.8165,32.9038,32.636,32.0811,,17.087,16.820,16.265,0.016,0.033,1.567,3.299,42.453,42.280,1.047,1.043,0.663,1.395,0.016,0.034,0.41689834,,,,
11/09/20,SMARC,3,9,6,LOI analysis ,Y,2,66.7305,120.7973,0.6102,0,120.1815,SC36,15.2139,32.2736,31.9424,31.3042,,17.060,16.729,16.090,0.019,0.038,1.941,3.815,54.067,53.451,1.334,1.319,1.038,2.039,0.026,0.050,0.566566997,,,,
11/09/20,SMARC,3,8,7,LOI analysis ,N,2,65.8574,117.2795,0.9204,0,116.357,SC32,17.6873,31.7419,31.5044,31.0581,,14.055,13.817,13.371,0.017,0.032,1.690,3.230,51.422,50.500,1.269,1.246,0.853,1.631,0.021,0.040,0.465935281,,,,
11/09/20,SMARC,3,5,10,LOI analysis ,N,2,66.6459,109.7812,0.2869,0,109.5014,SC37,15.9062,33.2185,32.7194,32.1108,,17.312,16.813,16.205,0.029,0.036,2.883,3.620,43.135,42.856,1.064,1.057,1.235,1.551,0.030,0.038,0.943168556,,,,
11/09/20,SMARC,3,1,14,LOI analysis,N,2,66.7275,129.5822,0.4299,0,129.1432,SC17,14.5899,31.5981,31.4193,30.8135,,17.008,16.829,16.224,0.011,0.036,1.051,3.600,62.855,62.416,1.551,1.540,0.656,2.247,0.016,0.055,0.210503051,,,,
11/11/20,STCH21,3,13,1,LOI analysis ,Y,3.5,66.7312,90.7716,1.0639,0.2152,89.5029,SC10,16.1881,26.7267,25.2475,23.8448,,10.539,9.059,7.657,0.140,0.155,14.036,15.483,24.040,22.772,0.339,0.321,3.196,3.526,0.045,0.050,5.404407986,,,,
11/11/20,STCH21,3,12,2,LOI analysis ,Y,2,66.6499,79.6572,0.4044,0.2761,79.0042,SC31,17.3849,28.7696,27.6014,26.6204,,11.385,10.217,9.236,0.103,0.096,10.261,9.602,13.007,12.354,0.321,0.305,1.268,1.186,0.031,0.029,3.89445598,,,,
11/11/20,STCH21,3,11,3,LOI analysis ,Y,2,65.8532,88.209,0.4329,0.4861,87.3156,SC16,18.3433,31.3855,30.5751,29.8852,,13.042,12.232,11.542,0.062,0.056,6.214,5.640,22.356,21.462,0.551,0.529,1.334,1.211,0.033,0.030,2.275470243,,,,
11/11/20,STCH21,3,9,5,LOI analysis ,Y,2,66.7303,92.0764,0.8179,0.0603,91.2314,SC22,15.7501,28.9714,28.0248,26.9567,,13.221,12.275,11.207,0.072,0.087,7.160,8.702,25.346,24.501,0.625,0.604,1.754,2.132,0.043,0.053,2.653863614,,,,
11/11/20,STCH21,3,8,6,LOI analysis ,Y,2,66.6522,97.753,0.5043,0.0509,97.2236,SC1,16.3162,30.8897,30.1325,29.2358,,14.574,13.816,12.920,0.052,0.065,5.196,6.490,31.101,30.571,0.767,0.754,1.588,1.984,0.039,0.049,1.868292792,,,,
11/11/20,STCH21,3,7,7,LOI analysis ,N,2,65.8858,94.6009,0.3373,0,94.2636,SC43,14.4594,29.7339,28.9098,27.9695,,15.275,14.450,13.510,0.054,0.065,5.395,6.507,28.715,28.378,0.708,0.700,1.531,1.847,0.038,0.046,1.948106648,,,,
11/11/20,STCH21,3,4,10,LOI analysis ,N,2,66.7536,102.5165,0,0,102.5165,SC13,16.902,34.1728,33.556,32.8758,,17.271,16.654,15.974,0.036,0.041,3.571,4.084,35.763,35.763,0.882,0.882,1.277,1.461,0.032,0.036,1.218538342,,,,
11/11/20,STCH21,3,1,13,LOI anlysis,N,2,66.7453,109.9885,0,0,109.9885,SC34,16.1985,34.1965,33.8389,33.4157,,17.998,17.640,17.217,0.020,0.024,1.987,2.399,43.243,43.243,1.067,1.067,0.859,1.037,0.021,0.026,0.584754973,,,,
11/11/20,SJB17,3,17,1,LOI analysis ,Y,3,66.4745,125.9913,1.3921,0.3972,124.1885,SC21,17.5418,30.9489,30.5554,30.2627,,13.407,13.014,12.721,0.029,0.022,2.935,2.249,59.517,57.714,0.979,0.949,1.694,1.298,0.028,0.021,0.964004818,,,,
11/11/20,SJB17,3,16,2,LOI analysis ,Y,2,66.6521,97.5041,0,0.5393,96.9346,SC6,13.9013,28.6309,28.1006,27.9021,,14.730,14.199,14.001,0.036,0.014,3.600,1.398,30.852,30.283,0.761,0.747,1.090,0.423,0.027,0.010,1.230093417,,,,
11/11/20,SJB17,3,15,3,LOI analysis ,Y,2,65.8595,99.2722,0,0.4271,98.8526,SC45,15.8717,31.2365,29.3652,29.1885,Spilled a little at the LOI450 phase before weighing when it came out of the oven.,15.365,13.494,13.317,NA,0.013,NA,1.310,33.413,32.993,0.824,0.814,NA,0.432,NA,0.011,NA,,,,
11/11/20,SJB17,3,13,5,LOI analysis ,Y,2,66.7314,97.9601,0,0.2986,97.6577,SC8,14.2256,29.1862,28.7971,28.6576,,14.961,14.572,14.432,0.026,0.010,2.601,0.957,31.229,30.926,0.770,0.763,0.804,0.296,0.020,0.007,0.830332607,,,,
11/11/20,SJB17,3,12,6,LOI analysis ,Y,2,66.6693,101.7586,0.7541,0.2638,100.7379,SC41,16.5166,32.7903,32.3355,32.1791,,16.274,15.819,15.663,0.028,0.010,2.795,0.989,35.089,34.069,0.866,0.840,0.952,0.337,0.023,0.008,0.907877311,,,,
11/11/20,SJB17,3,11,7,LOI analysis ,N,2,65.8521,104.0153,0.973,0,103.0466,SC11,15.9289,29.9453,29.5327,29.3773,,14.016,13.604,13.448,0.029,0.011,2.944,1.142,38.163,37.195,0.941,0.918,1.095,0.425,0.027,0.010,0.967477812,,,,
11/11/20,SJB17,3,8,10,LOI analysis ,N,2,66.7274,115.2237,8.0188,0,107.1962,SC15,14.4842,27.9368,27.5131,26.9396,,13.453,13.029,12.455,0.031,0.044,3.150,4.402,48.496,40.469,1.196,0.998,1.275,1.781,0.031,0.044,1.049830813,,,,
11/11/20,SJB17,3,3,15,LOI analysis ,N,2,66.6547,106.5419,0.9274,0,105.6158,SC25,12.8687,27.4094,26.7593,26.3109,,14.541,13.891,13.442,0.045,0.032,4.471,3.228,39.887,38.961,0.984,0.961,1.742,1.258,0.043,0.031,1.57835957,,,,
11/11/20,SJB17,3,1,17,LOI analysis ,N,2,65.8522,105.5551,0.4951,0,105.0566,SC29,14.5099,26.9819,26.5201,26.2537,,12.472,12.010,11.744,0.037,0.022,3.703,2.218,39.703,39.204,0.979,0.967,1.452,0.870,0.036,0.021,1.271077614,,,,
11/13/20,SJB17,3,15,3,LOI analysis ,Y,2,65.8595,99.2722,0,0.4271,98.8526,SC26,16.346,31.9795,31.5526,31.4047,,15.634,15.207,15.059,0.027,0.010,2.731,0.973,33.413,32.993,0.824,0.814,0.901,0.321,0.022,0.008,0.882269805,,,,
11/13/20,SMAR25,3,1,14,LOI analysis,N,2,66.6952,109.5006,0.1252,0,109.3743,SC37,15.9185,31.0515,30.7008,30.329,,15.133,14.782,14.411,0.023,0.025,2.317,2.515,42.805,42.679,1.056,1.053,0.989,1.073,0.024,0.026,0.716980771,,,,
11/13/20,SMAR25,3,5,10,LOI analysis,N,2,66.7795,116.8016,0.1792,0,116.6315,SC30,16.6628,32.8085,32.3454,31.8794,,16.146,15.683,15.217,0.029,0.030,2.868,2.971,50.022,49.852,1.234,1.230,1.430,1.481,0.035,0.037,0.937302378,,,,
11/13/20,SMAR25,3,8,7,LOI analysis,N,2,65.8699,106.2945,0.1367,0,106.1701,SC38,16.5997,29.8893,29.32345,28.8983,,13.290,12.724,12.299,0.043,0.033,4.258,3.341,40.425,40.300,0.997,0.994,1.716,1.347,0.042,0.033,1.493136287,,,,
11/13/20,SMAR25,3,9,6,LOI analysis,Y,2,66.6461,107.7591,0.1906,0.0047,107.5653,SC32,17.6846,31.4198,30.9247,30.4828,,13.735,13.240,12.798,0.036,0.033,3.605,3.338,41.113,40.919,1.014,1.009,1.475,1.366,0.036,0.034,1.231842856,,,,
11/13/20,SMAR25,3,10,5,LOI analysis,Y,2,66.7422,107.0492,0.2883,0.0137,106.7508,SC2,15.8061,31.5006,30.9826,30.5559,,15.695,15.177,14.750,0.033,0.028,3.301,2.812,40.307,40.009,0.994,0.987,1.320,1.125,0.033,0.028,1.110207716,,,,
11/13/20,SMAR25,3,12,3,LOI analysis,Y,2,65.8498,112.4673,0.1124,0.0204,112.3395,SC42,16.2245,32.491,31.9793,31.6286,,16.267,15.755,15.404,0.031,0.022,3.146,2.226,46.618,46.490,1.150,1.147,1.462,1.035,0.036,0.026,1.048291581,,,,
11/13/20,SMAR25,3,13,2,LOI analysis,Y,2,66.6475,103.966,0.4151,0,103.5478,SC35,15.4866,30.0296,29.3588,28.8964,,14.543,13.872,13.410,0.046,0.033,4.613,3.333,37.319,36.900,0.921,0.910,1.702,1.230,0.042,0.030,1.635011346,,,,
11/13/20,SMAR25,3,14,1,LOI analysis,Y,3.8,66.7208,151.5489,1.0038,0.155,150.4402,SC17,14.6213,31.9385,31.4676,30.9133,,17.317,16.846,16.292,0.027,0.033,2.719,3.290,84.828,83.719,1.101,1.087,2.277,2.755,0.030,0.036,0.87770471,,,,
11/13/20,STCH01,3,15,1,LOI analysis ,Y,2,66.6428,105.9352,0,0.0667,105.9027,SC44,15.2682,31.276,30.9822,29.6887,,16.008,15.714,14.421,0.018,0.082,1.835,8.232,39.292,39.260,0.969,0.969,0.721,3.232,0.018,0.080,0.524142106,,,,
11/13/20,STCH01,3,14,2,LOI analysis ,Y,2,65.8451,121.1228,0.1455,0.3258,120.6324,SC4,16.3932,33.0221,32.7796,31.7472,,16.629,16.386,15.354,0.015,0.063,1.458,6.300,55.278,54.787,1.364,1.352,0.799,3.452,0.020,0.085,0.373321807,,,,
11/13/20,STCH01,3,13,3,LOI analysis ,Y,2,66.7265,107.5633,0,0,107.5633,SC43,15.8431,31.218,30.393,29.4746,,15.375,14.550,13.632,0.054,0.063,5.366,6.312,40.837,40.837,1.007,1.007,2.191,2.578,0.054,0.064,1.936355423,,,,
11/13/20,STCH01,3,11,5,LOI analysis ,Y,2,66.6445,118.3187,0.0466,0.0021,118.27,SC48,15.7359,34.9743,34.4427,34.0224,,19.238,18.707,18.287,0.028,0.022,2.763,2.247,51.674,51.626,1.275,1.274,1.427,1.160,0.035,0.029,0.895289421,,,,
11/13/20,STCH01,3,10,6,LOI analysis ,Y,2,65.8479,121.5936,0.3447,0,121.2291,SC14,14.6926,33.0272,32.6728,32.3678,,18.335,17.980,17.675,0.019,0.017,1.933,1.696,55.746,55.381,1.375,1.366,1.070,0.939,0.026,0.023,0.563182944,,,,
11/13/20,STCH01,3,9,7,LOI analysis ,N,2,66.7237,109.1096,0,0,109.1096,SC36,15.2301,32.4711,31.9216,31.4495,,17.241,16.692,16.219,0.032,0.028,3.187,2.828,42.386,42.386,1.046,1.046,1.351,1.199,0.033,0.030,1.064868047,,,,
11/13/20,STCH01,3,6,10,LOI analysis ,N,2,66.6444,111.6102,0,0,111.6102,SC3,16.4085,34.0745,33.5544,33.191,,17.666,17.146,16.783,0.029,0.021,2.944,2.119,44.966,44.966,1.109,1.109,1.324,0.953,0.033,0.024,0.967629345,,,,
11/13/20,STCH01,3,1,15,LOI analysis ,N,2,65.8485,105.9955,0,0,105.9955,SC18,15.9253,35.4452,34.9565,34.7116,,19.520,19.031,18.786,0.025,0.013,2.504,1.287,40.147,40.147,0.990,0.990,1.005,0.517,0.025,0.013,0.791439557,,,,
